QUOTE,AUTHOR,CAT
"If we're destroying our trees and destroying our environment and hurting animals and hurting one another and all that stuff, there's got to be a very powerful energy to fight that. I think we need more love in the world. We need more kindness, more compassion, more joy, more laughter. I definitely want to contribute to that.",Ellen DeGeneres,Love
Little children are still the symbol of the eternal marriage between love and duty.,George Eliot,Love
"And all people live, Not by reason of any care they have for themselves, But by the love for them that is in other people.",Leo Tolstoy,Love
"Don't threaten me with love, baby. Let's just go walking in the rain.",Billie Holiday,Love
Mothers are the people who love us for no good reason. And those of us who are mothers know it's the most exquisite love of all.,Maggie Gallagher,Love
Love is a chain of love as nature is a chain of life.,Truman Capote,Love
"Whenever you hear a man speak of his love for his country, it is a sign that he expects to be paid for it.",H. L. Mencken,Love
Grief is the price we pay for love.,Queen Elizabeth II,Love
"But for me, it is when a student has died. I find the death of a young person the most difficult and painful of times. To explain it to other young people, to see a bright future snuffed out, is just awful. I am haunted by those deaths.",Donna Shalala,Future
"Today, no leader can afford to be indifferent to the challenge of engaging employees in the work of creating the future. Engagement may have been optional in the past, but it's pretty much the whole game today.",Gary Hamel,Future
"In the future, people will blame the Eighties for all societal ills in the same way that people have previously blamed the Sixties. The various Thatcherite Big Bangs - monetarism, deregulation, libertarianism - have been working their way through the culture ever since.",Peter York,Future
"The German philosopher Walter Benjamin had the curious notion that we could change the past. For most of us, the past is fixed while the future is open.",Terry Eagleton,Future
What makes America amazing is that there have always been men and women of courage who were willing to think more about the future of their children and grandchildren than they did about their own political careers.,Scott Walker,Future
The most reliable way to forecast the future is to try to understand the present.,John Naisbitt,Future
"I learn from thinking about the future, what hasn't been done yet. That's kind of my constant obsession.",John Cale,Future
"Healthy children are born from healthy, respected, well-nourished and educated mothers and it is imperative that they have a voice in the decisions which affect them. If you empower a mother and let her have her say towards a poverty-free future, the positive impact this would have on ending hunger will be immense.",Dionne Warwick,Future
We can pay our debts to the past by putting the future in debt to ourselves.,John Buchan,Future
Two persons love in one another the future good which they aid one another to unfold.,Margaret Fuller,Future
I hope that we can continue this cooperation on other critical issues related to America's future technological competitiveness. We must work together to encourage the creative talents that have made our country the world leader in technology.,Dan Lipinski,Future
"Hydrogen holds great promise to meet many of our future energy needs, and it addresses national security and our environmental concerns. Hydrogen is the simplest, most abundant element in the universe.",Dan Lipinski,Future
"The future will be the child of the past and the present, even if a rebellious child.",George Crumb,Future
"And when these advances are made, hydrogen can fill critical energy needs beyond transportation. Hydrogen can also be used to heat and generate electricity for our homes. The future possibilities of this energy source are enormous.",Dan Lipinski,Future
All of the good stuff is going to be done in the future. The stuff we are doing now is crummy compared with what will finally mature.,Bill Budge,Future
Look how many millions of people are underemployed or have lost their jobs. The last thing I'm going to do is play politics with their future.,Lindsey Graham,Future
If you really want something you just hang with it. We think our future's ahead and not behind.,Jerry Only,Future
"And that's the mission of The Innocence Project in New York, is to exonerate people who have been wrongfully convicted, and also work from a policy angle with Congress and state legislatures to prevent future wrongful convictions.",John Grisham,Future
"Every great work of art has two faces, one toward its own time and one toward the future, toward eternity.",Lester Bangs,Future
"There's no artist in this world that doesn't enjoy the dream that if they have bad reviews now, the story of Keats can redeem them, in their fantasy or imagination, in the future. I think Keats' poem 'Endymion' is a really difficult poem, and I'm not surprised that a lot of people pulled it apart in a way.",Jane Campion,Future
I hope that seeing the excitement of solving this problem will make young mathematicians realize that there are lots and lots of other problems in mathematics which are going to be just as challenging in the future.,Andrew Wiles,Future
Imagination is the only key to the future. Without it none exists - with it all things are possible.,Ida Tarbell,Future
"If we intend to provide a better life, and a better world, for future generations, we can't ignore the quality of the environment we leave them.",John Kasich,Future
"The fact that books today are mostly a string of words makes it easier to forget the text. With the impact of the iPad and the future of the book being up for re-imagination, I wonder whether we'll rediscover the importance of making texts richer visually.",Joshua Foer,Future
The self is an oral society in which the present is constantly running a dialogue with the past and the future inside of one skin.,David Antin,Future
Men won't read any email from a woman that's over 200 words long.,Doug Coupland,Men
"The less men think, the more they talk.",Charles de Montesquieu,Men
Men tire themselves in pursuit of rest.,Laurence Sterne,Men
"Most men, when they think they are thinking, are merely rearranging their prejudices.",Knute Rockne,Men
It's at the borders of pain and suffering that the men are separated from the boys.,Emil Zatopek,Men
"He was one of those men who possess almost every gift, except the gift of the power to use them.",Charles Kingsley,Men
"Nothing great will ever be achieved without great men, and men are great only if they are determined to be so.",Charles de Gaulle,Men
Men tend to feel threatened; women tend to feel guilty.,Edwin Louis Cole,Men
"Men, as well as women, are much oftener led by their hearts than by their understandings.",Lord Chesterfield,Men
Circumstances rule men; men do not rule circumstances.,Herodotus,Men
"Whatever makes men good Christians, makes them good citizens.",Daniel Webster,Men
"One must judge men not by their opinions, but by what their opinions have made of them.",Georg C. Lichtenberg,Men
I have always supported measures and principles and not men.,Davy Crockett,Men
"Deliberation is the work of many men. Action, of one alone.",Charles de Gaulle,Men
"By nature, men love newfangledness.",Geoffrey Chaucer,Men
"Men, even when alone, lighten their labors by song, however rude it may be.",Quintilian,Men
For tis not in mere death that men die most.,Elizabeth Barrett Browning,Men
"Like all young men I set out to be a genius, but mercifully laughter intervened.",Lawrence Durrell,Men
"If the world were a logical place, men would ride side saddle.",Rita Mae Brown,Men
"Men may live fools, but fools they cannot die.",Edward Young,Men
Human misery is too great for men to do without faith.,Heinrich Heine,Men
"Men are like sheep, of which a flock is more easily driven than a single one.",Richard Whately,Men
Men do not fail; they give up trying.,Elihu Root,Men
"There is always a type of man who says he loves his fellow men, and expects to make a living at it.",E. W. Howe,Men
"You may be deceived if you trust too much, but you will live in torment if you don't trust enough.",Frank Crane,Trust
"Trust your instinct to the end, though you can render no reason.",Ralph Waldo Emerson,Trust
To state the facts frankly is not to despair the future nor indict the past. The prudent heir takes careful inventory of his legacies and gives a faithful accounting to those whom he owes an obligation of trust.,John F. Kennedy,Trust
Trust is hard to come by. That's why my circle is small and tight. I'm kind of funny about making new friends.,Eminem,Trust
"As soon as you trust yourself, you will know how to live.",Johann Wolfgang von Goethe,Trust
"The 'public' scares me, but people I trust.",Marilyn Monroe,Trust
"Disappointment is inevitable. But to become discouraged, there's a choice I make. God would never discourage me. He would always point me to himself to trust him. Therefore, my discouragement is from Satan. As you go through the emotions that we have, hostility is not from God, bitterness, unforgiveness, all of these are attacks from Satan.",Charles Stanley,Trust
"He who has faith has... an inward reservoir of courage, hope, confidence, calmness, and assuring trust that all will come out well - even though to the world it may appear to come out most badly.",B. C. Forbes,Trust
Americans have the right and advantage of being armed - unlike the citizens of other countries whose governments are afraid to trust the people with arms.,James Madison,Trust
"A blessed thing it is for any man or woman to have a friend, one human soul whom we can trust utterly, who knows the best and worst of us, and who loves us in spite of all our faults.",Charles Kingsley,Trust
"Age appears to be best in four things; old wood best to burn, old wine to drink, old friends to trust, and old authors to read.",Francis Bacon,Trust
If the people cannot trust their government to do the job for which it exists - to protect them and to promote their common welfare - all else is lost.,Barack Obama,Trust
"When a train goes through a tunnel and it gets dark, you don't throw away the ticket and jump off. You sit still and trust the engineer.",Corrie Ten Boom,Trust
Loyalty and devotion lead to bravery. Bravery leads to the spirit of self-sacrifice. The spirit of self-sacrifice creates trust in the power of love.,Morihei Ueshiba,Trust
"I've realized that being happy is a choice. You never want to rub anybody the wrong way or not be fun to be around, but you have to be happy. When I get logical and I don't trust my instincts - Thats when I get in trouble.",Angelina Jolie,Trust
"The senses deceive from time to time, and it is prudent never to trust wholly those who have deceived us even once.",Rene Descartes,Trust
"To have faith is to trust yourself to the water. When you swim you don't grab hold of the water, because if you do you will sink and drown. Instead you relax, and float.",Alan Watts,Trust
There is danger from all men. The only maxim of a free government ought to be to trust no man living with power to endanger the public liberty.,John Adams,Trust
The only white man you can trust is a dead white man.,Robert Mugabe,Trust
Sometimes you trust someone who turns out not to be honest. There are a lot of things that happen in life that don't turn out the way you're given the impression that they will. And I think that's all kind of a con. But I think we've probably all been hurt.,Sigourney Weaver,Trust
"I lost my sense of trust, honesty and compassion. I crashed down and became what I consider an emotional mess. I've never been so miserable in my whole life. I just wanted to go to bed and never get up.",Shania Twain,Trust
A rich man told me recently that a liberal is a man who tells other people what to do with their money.,Amiri Baraka,Money
I don't want to waste anyone's time or money. I want to give people some truth and positive heart lift.,Mos Def,Money
"There is hardly any money interest in art, and music will be there when money is gone.",Duke Ellington,Money
"I mean, Dodd-Frank is strangling small community banks. It doesn't make any difference what the interest rate is. They're not - they're not going to loan the money because they can't make any money for one thing plus the cost of compliance.",Rick Perry,Money
"You know, if you look back in the 1930s, the money went to infrastructure. The bridges, the municipal buildings, the roads, those were all built with stimulus money spent on infrastructure. This stimulus bill has fundamentally gone, started out with a $500 rebate check, remember. That went to buy flat-screen TVs made in China.",Michael Bloomberg,Money
"If Warren Buffett made his money from ordinary income rather than capital gains, his tax rate would be a lot higher than his secretary's. In fact a very small percentage of people in this country pay a big chunk of the taxes.",Michael Bloomberg,Money
Money is not a motivating factor. Money doesn't thrill me or make me play better because there are benefits to being wealthy. I'm just happy with a ball at my feet. My motivation comes from playing the game I love. If I wasn't paid to be a professional footballer I would willingly play for nothing.,Lionel Messi,Money
You're right on the money with that. We're all like detectives in life. There's something at the end of the trail that we're all looking for.,David Lynch,Money
We have a new generation of very rich people who want to do more with their money than buy a lot of expensive toys. They want to live meaningful lives.,Peter Singer,Money
I was very fortunate that I saved my money and I still do.,Rod Stewart,Money
"There's way easier ways to make money, let's just put it that way.",Sebastian Bach,Money
"My mother was a public school teacher in Virginia, and we didn't have any money, we just survived on happiness, on being a happy family.",Dave Grohl,Money
Long Kiss Goodnight has a huge cult following. They could make another version of that movie right now and make a lot of money.,Samuel L. Jackson,Money
Banks are an almost irresistible attraction for that element of our society which seeks unearned money.,J. Edgar Hoover,Money
Money doesn't buy class.,Kiana Tom,Money
The whole year I was in LA I got into telemarketing and learned how to make money. Five years later that skill helped me make my first film.,Vin Diesel,Money
Much ingenuity with a little money is vastly more profitable and amusing than much money without ingenuity.,Arnold Bennett,Money
"For those who are able to work, work has to be seen as the best route out of poverty. For work is not just about more money - it is transformative. It's about taking responsibility for yourself and your family.",Iain Duncan Smith,Money
"Money doesn't mind if we say it's evil, it goes from strength to strength. It's a fiction, an addiction, and a tacit conspiracy.",Martin Amis,Money
"I mean, being a child was being a child, was being a creature without power, without pocket money, without escape routes of any kind. So I didn't want to be a child.",Maurice Sendak,Money
And also there wasn't much money in television in those days anyhow.,Jim Henson,Money
"Money may kindle, but it cannot by itself, and for very long, burn.",Igor Stravinsky,Money
The film is not a success until it makes money. It's only good when there's a dollar figure attached to the box office.,John Cusack,Money
"If anyone tells you it's impossible to be fabulous and smart and make a ton of money using math, well, they can just get in line behind you - and kiss your math.",Danica McKellar,Money
"I give lectures for money, but all the money goes to charity. So, I make no money from it.",Bob Woodward,Money
"I think women are natural caretakers. They take care of everybody. They take care of their husbands and their kids and their dogs, and don't spend a lot of time just getting back and taking time out.",Reese Witherspoon,Marriage
A good husband makes a good wife.,John Florio,Marriage
Getting divorced just because you don't love a man is almost as silly as getting married just because you do.,Zsa Zsa Gabor,Marriage
A wedding is a funeral where you smell your own flowers.,Eddie Cantor,Marriage
It takes patience to appreciate domestic bliss; volatile spirits prefer unhappiness.,George Santayana,Marriage
Marriage must incessantly contend with a monster that devours everything: familiarity.,Honore de Balzac,Marriage
No man is regular in his attendance at the House of Commons until he is married.,Benjamin Disraeli,Marriage
Happiness in marriage is entirely a matter of chance.,Jane Austen,Marriage
"Any intelligent woman who reads the marriage contract, and then goes into it, deserves all the consequences.",Isadora Duncan,Marriage
Marriage may be the closest thing to Heaven or Hell any of us will know on this earth.,Edwin Louis Cole,Marriage
Marriage is a bribe to make the housekeeper think she's a householder.,Thornton Wilder,Marriage
"Marriage is a wonderful invention: then again, so is a bicycle repair kit.",Billy Connolly,Marriage
It destroys one's nerves to be amiable every day to the same human being.,Benjamin Disraeli,Marriage
"A husband is what is left of a lover, after the nerve has been extracted.",Helen Rowland,Marriage
"If you made a list of reasons why any couple got married, and another list of the reasons for their divorce, you'd have a hell of a lot of overlapping.",Mignon McLaughlin,Marriage
Marriage is nature's way of keeping us from fighting with strangers.,Alan King,Marriage
All marriages are happy. It's the living together afterward that causes all the trouble.,Raymond Hull,Marriage
Love is often the fruit of marriage.,Moliere,Marriage
Almost no one is foolish enough to imagine that he automatically deserves great success in any field of activity; yet almost everyone believes that he automatically deserves success in marriage.,Sydney J. Harris,Marriage
"Marriage should be a duet - when one sings, the other claps.",Joe Murray,Marriage
Only choose in marriage a man whom you would choose as a friend if he were a woman.,Joseph Joubert,Marriage
My husband and I are either going to buy a dog or have a child. We can't decide whether to ruin our carpet or ruin our lives.,Rita Rudner,Marriage
Plant and your spouse plants with you; weed and you weed alone.,Jean-Jacques Rousseau,Marriage
"In marriage there are no manners to keep up, and beneath the wildest accusations no real criticism. Each is familiar with that ancient child in the other who may erupt again. We are not ridiculous to ourselves. We are ageless. That is the luxury of the wedding ring.",Enid Bagnold,Marriage
I've had an exciting time; I married for love and got a little money along with it.,Rose Kennedy,Marriage
"When a dog barks at the moon, then it is religion; but when he barks at strangers, it is patriotism!",David Starr Jordan,Religion
Growing up in Wales was a pretty Draconian experience with religion.,John Cale,Religion
"I travel around the world, experiencing every language, every religion... some places where there's just no reason to smile, because their lives are so difficult.",Lionel Richie,Religion
"The day that this country ceases to be free for irreligion, it will cease to be free for religion.",Robert Jackson,Religion
"The arts and a belief in the values of the civil rights movement, in the overwhelming virtue of diversity, these were our religion. My parents worshipped those ideals.",Jonathan Lethem,Religion
"What I miss today more than anything else - I don't go to church as much anymore - but that old-time religion, that old singing, that old praying which I love so much. That is the great strength of my being, of my writing.",Ernest Gaines,Religion
"When I'm not writing, I read loads of fiction, but I've been writing quite constantly lately so I've been reading a lot of nonfiction - philosophy, religion, science, history, social or cultural studies.",Irvine Welsh,Religion
Disappointment over nationalistic authoritarian regimes may have contributed to the fact that today religion offers a new and subjectively more convincing language for old political orientations.,Jurgen Habermas,Religion
"All religions have periods in their history which are looked back to with retrospective fear and trembling as eras of persecution, and each religion has its own book of martyrs.",Richard Le Gallienne,Religion
"In Lincoln's day a President's religion was a very private affair. There were no public prayer meetings, no attempts to woo the Religious Right. Few of Lincoln's countrymen knew anything at all of his religious beliefs.",David Herbert Donald,Religion
"I think that Sufism fits all over the world. The concept is not anything that fits standard Western ideas - it's always related to culture, to music, to religion. It is a dominant religion in Senegal.",Youssou N'Dour,Religion
"Basically, fundamentalism is a modern phenomenon. In the same way that Hitler evoked a mythological religion of German purity and the glory of the past, the Islamists use religion to evoke emotions and passions in people who have been oppressed for a long time in order to reach their purpose.",Azar Nafisi,Religion
Religion and modernity are not necessarily mutually exclusive.,Queen Rania of Jordan,Religion
I honor religion except when it gets into shedding blood.,Rip Torn,Religion
"Religion was used as an ideology, as a system of control. When they forced the veil upon women, they were using it as an instrument of control in the same way that in Mao's China people were wearing Mao jackets and women were not supposed to wear any makeup.",Azar Nafisi,Religion
It's very difficult to talk about religion in Iran because religion has gotten so mixed up with politics.,Asghar Farhadi,Religion
"Art and Religion are, then, two roads by which men escape from circumstance to ecstasy. Between aesthetic and religious rapture there is a family alliance. Art and Religion are means to similar states of mind.",Clive Bell,Religion
"The only difference is that religion is much better organised and has been around much longer, but it's the same story with different characters and different costumes.",James Randi,Religion
"I've been a little bit obsessed with religion, without being a religious person, for about a decade.",Tom Perrotta,Religion
"Well, religion has been passed down through the years by stories people tell around the campfire. Stories about God, stories about love. Stories about good spirits and evil spirits.",Andrew Greeley,Religion
"The pride of life hath corrupted the judgment of others, and perverted them in the way of religion.",George Gillespie,Religion
"Then if your movie clicks with real audiences, you'll be sucked into some sort of Hollywood orbit. It's a devil of a place where the only religion that really counts is box office.",Yahoo Serious,Religion
"Organized religion provides a model of the way all organizations, from the state down to the village garden club, end a price in terms of a member's freedom of thought and action.",Robert Shea,Religion
We have no problems with Jews and highly respect Judaism as a holy religion.,Akbar Hashemi Rafsanjani,Religion
The irony of the Supreme Court hearing on these cases last week and of the outright hostility that the Court has displayed against religion in recent years is that above the head of the Chief Justice of the Supreme Court is a concrete display of the Ten Commandments.,Cliff Stearns,Religion
"The United States are a political state, or organized society, whose end is government, for the security, welfare, and happiness of all who live under its protection.",William H. Seward,Happiness
"That which makes people dissatisfied with their condition, is the chimerical idea they form of the happiness of others.",James Thomson,Happiness
Eternal principles that govern happiness apply equally to all.,Russell M. Nelson,Happiness
"If kind parents love their children and delight in their happiness, then he who is perfect goodness in sending abroad mortal contagions doth assuredly direct their use.",John Woolman,Happiness
The only real happiness a ballplayer has is when he is playing a ball game and accomplishes something he didn't think he could do.,Ring Lardner,Happiness
"I think there are different kinds of happiness. We know when we're happy a lot of the time, but then there are those moments that have more of an afterglow, when the happiness has more depth.",Ariel Gore,Happiness
"The first person who ever told me that happiness was work was this manic-depressive artist I knew when I was in my 20s. I was like, 'What are you talking about? Happiness just happens. That's even the root of that word. How could it be work?'",Ariel Gore,Happiness
"In all of my looking at happiness, one thing I noticed right away is that the opposite of happiness isn't unhappiness or even depression, it's anxiety. It is something that can constantly block our happiness, or our chance to reach that sort of meditative state in our work or our home lives.",Ariel Gore,Happiness
"I really think that people's right to happiness shouldn't be dictated by some policymaker in Washington, D.C. I've come to know a lot of people that - sexual orientation is such where they're in love with people from the same sex, and I just don't think it's our role in the government to say, 'No you can't be married.'",Jon Tester,Happiness
Happiness: a way station between too little and too much.,Channing Pollock,Happiness
I have kids and I want to have a long life and there are certain things that are conducive to that and certain things that aren't. I've opted for the road of happiness and long life.,Ethan Suplee,Happiness
I keep mementos from everything I've done. I've got my cab driver's license from 'Happiness.' I've got a pair of glasses and a belt buckle from playing John Lennon. I've got a pair of sunglasses from playing Andy Warhol... It's all in a box in the garage.,Jared Harris,Happiness
"You always hear the phrase, money doesn't buy you happiness. But I always in the back of my mind figured a lot of money will buy you a little bit of happiness. But it's not really true. I got a new car because the old one's lease expired.",Sergey Brin,Happiness
"From the Taoist point of view, the natural result of this harmonious way of living is happiness.",Benjamin Hoff,Happiness
"People look to time in expectation that it will eventually make them happy, but you cannot find true happiness by looking toward the future.",Eckhart Tolle,Happiness
"For all its terrible faults, in one sense America is still the last, best hope of mankind, because it spells out so vividly the kind of happiness that most people actually want, regardless of what they are told they ought to want.",Ferdinand Mount,Happiness
I think I am missing a gene that most people have to enable them to feel happiness about success and these kind of things.,Bennett Miller,Happiness
"As women, we're nurturers by nature. We want to make sure everyone is happy. That's a good thing, but we also have to put ourselves on that happiness list.",Victoria Osteen,Happiness
A face is too slight a foundation for happiness.,Mary Wortley,Happiness
"This is why I belong, and why I believe. I commend to all this same search for happiness and for the truth.",Clayton Christensen,Happiness
"I'm interested in the dark side of man. I'm interested in taboos, and murder is the greatest taboo. Characters are fascinating in their extremity, not in their happiness.",Elizabeth George,Happiness
Leibniz dedicated his life to efforts to educate people to understand that true happiness is found by locating their identity in benefitting mankind and their posterity.,Robert Trout,Happiness
"Before the boat docked, however, he confessed because he was contemplating running for president, he couldn't separate from his wife. I believed him when he told me he faced a difficult choice between pursuing personal happiness and his political destiny.",Donna Rice,Happiness
I say there is not more happiness for me than the freedom of my Homeland.,Islom Karimov,Happiness
"I think happiness is a combination of pleasure, engagement and meaningfulness.",Ian K. Smith,Happiness
I'm so thankful for the active obedience of Christ. No hope without it.,John Gresham Machen,Thankful
Let a nation's fervent thanks make some amends for the toils and sufferings of those who survive.,Edward Everett,Thankful
I am thankful I can see much to admire in all religions.,Alfred Russel Wallace,Thankful
"We sing a little song before we eat, a little blessing before we eat, and it's really - we're thanking the Lord and the Earth for the food that we eat, and it really brings you together in a profound kind of way.",Phil Lesh,Thankful
"The act is unjustifiable that either begs for a blessing, or, having succeeded gives no thanksgiving.",Merle Shain,Thankful
"Be thankful for what you have; you'll end up having more. If you concentrate on what you don't have, you will never, ever have enough.",Oprah Winfrey,Thankful
The thankful receiver bears a plentiful harvest.,William Blake,Thankful
"In this world of sin and sorrow there is always something to be thankful for; as for me, I rejoice that I am not a Republican.",H. L. Mencken,Thankful
"Thanksgiving is a time when the world gets to see just how blessed and how workable the Christian system is. The emphasis is not on giving or buying, but on being thankful and expressing that appreciation to God and to one another.",John Clayton,Thankful
"If you are really thankful, what do you do? You share.",W. Clement Stone,Thankful
I'm thankful for the incredible advances in medicine that have taken place during my lifetime. I almost certainly wouldn't still be here if it weren't for them.,Billy Graham,Thankful
For what I have received may the Lord make me truly thankful. And more truly for what I have not received.,Storm Jameson,Thankful
"The children have been a wonderful gift to me, and I'm thankful to have once again seen our world through their eyes. They restore my faith in the family's future.",Jackie Kennedy,Thankful
"We can be thankful to a friend for a few acres, or a little money; and yet for the freedom and command of the whole earth, and for the great benefits of our being, our life, health, and reason, we look upon ourselves as under no obligation.",Lucius Annaeus Seneca,Thankful
"Be thankful for problems. If they were less difficult, someone with less ability might have your job.",James A. Lovell,Thankful
I'm thankful for every moment.,Al Green,Thankful
"I am thankful the most important key in history was invented. It's not the key to your house, your car, your boat, your safety deposit box, your bike lock or your private community. It's the key to order, sanity, and peace of mind. The key is 'Delete.'",Elayne Boosler,Thankful
"If a fellow isn't thankful for what he's got, he isn't likely to be thankful for what he's going to get.",Frank A. Clark,Thankful
"As a child, I didn't know what I didn't have. I'm thankful for the challenges early on in my life because now I have a perspective on the world and kind of know what's important.",America Ferrera,Thankful
"I realized this is what God has dealt me, and I should be thankful considering all that's happened to me in my life, but MS caused the movies to stop - stop dead - and I miss it.",Richard Pryor,Thankful
I'm thankful I grew up the way I did. It made me a hard worker and insightful to other people's lives.,Rachel Roy,Thankful
I realize how unique my path has been. And I'm thankful for that.,Vanessa Paradis,Thankful
"We in the United States should be all the more thankful for the freedom and religious tolerance we enjoy. And we should always remember the lessons learned from the Holocaust, in hopes we stay vigilant against such inhumanity now and in the future.",Charlie Dent,Thankful
Motherhood: All love begins and ends there.,Robert Browning,Mother's Day
I remember my mother's prayers and they have always followed me. They have clung to me all my life.,Abraham Lincoln,Mother's Day
"God could not be everywhere, and therefore he made mothers.",Rudyard Kipling,Mother's Day
The most important thing a father can do for his children is to love their mother.,Theodore Hesburgh,Mother's Day
"Mama was my greatest teacher, a teacher of compassion, love and fearlessness. If love is sweet as a flower, then my mother is that sweet flower of love.",Stevie Wonder,Mother's Day
Mother is the name for God in the lips and hearts of little children.,William Makepeace Thackeray,Mother's Day
A mother's arms are made of tenderness and children sleep soundly in them.,Victor Hugo,Mother's Day
"Mother's love is peace. It need not be acquired, it need not be deserved.",Erich Fromm,Mother's Day
I got to grow up with a mother who taught me to believe in me.,Antonio Villaraigosa,Mother's Day
The love of a mother is the veil of a softer light between the heart and the heavenly Father.,Samuel Taylor Coleridge,Mother's Day
Children are the anchors of a mother's life.,Sophocles,Mother's Day
"A mother's happiness is like a beacon, lighting up the future but reflected also on the past in the guise of fond memories.",Honore de Balzac,Mother's Day
Life began with waking up and loving my mother's face.,George Eliot,Mother's Day
Sometimes the strength of motherhood is greater than natural laws.,Barbara Kingsolver,Mother's Day
"The babe at first feeds upon the mother's bosom, but it is always on her heart.",Henry Ward Beecher,Mother's Day
Motherhood is... difficult and... rewarding.,Gloria Estefan,Mother's Day
There is nothing in the world of art like the songs mother used to sing.,Billy Sunday,Mother's Day
My mother is a walking miracle.,Leonardo DiCaprio,Mother's Day
An ounce of mother is worth a pound of clergy.,Rudyard Kipling,Mother's Day
When my mother had to get dinner for 8 she'd just make enough for 16 and only serve half.,Gracie Allen,Mother's Day
I was always at peace because of the way my mom treated me.,Martina Hingis,Mother's Day
With what price we pay for the glory of motherhood.,Isadora Duncan,Mother's Day
My mom is definitely my rock.,Alicia Keys,Mother's Day
Who's a boy gonna talk to if not his mother?,Donald E. Westlake,Mother's Day
I feel I'd like to share my luck and my life. Being in love is the best thing in the world.,Susannah York,Best
One must not make oneself cheap here - that is a cardinal point - or else one is done. Whoever is most impertinent has the best chance.,Wolfgang Amadeus Mozart,Best
Fairest and best adorned is she Whose clothing is humility.,James Montgomery,Best
Sometimes you get the best light from a burning bridge.,Don Henley,Best
The best way to get husbands to do something is to suggest that perhaps they are too old to do it.,Shirley MacLaine,Best
"All of Koons's best art - the encased vacuum cleaners, the stainless-steel Rabbit (the late-twentieth century's signature work of Simulationist sculpture), the amazing gleaming Balloon Dog, and the cast-iron re-creation of a Civil War mortar exhibited last month at the Armory - has simultaneously flaunted extreme realism, idealism, and fantasy.",Jerry Saltz,Best
"The last time money left the art world, intrepid types maxed out their credit cards and opened galleries, and a few of them have become the best in the world.",Jerry Saltz,Best
"I got a Valentine's Day card from my girl. It said, 'Take my heart! Take my arms! Take my lips!' Which is just like her. Keeping the best part for herself.",Robert Orben,Best
Because I'm on the runway with some of the best models in the industry.,Heidi Klum,Best
"My nominee for Best Picture of the year - maybe the best picture ever, because it's essentially made up of and is an ecstatic love letter to all other movies - is Christian Marclay's endlessly enticing must-see masterpiece 'The Clock.'",Jerry Saltz,Best
"I think you always need to try your best, but at the same time you can only do what you can do, and you don't need to beat yourself up about it.",Heidi Klum,Best
"Contrary to general belief, I do not believe that friends are necessarily the people you like best, they are merely the people who got there first.",Peter Ustinov,Best
"I have reached a place in my life where I need to sit down and say, 'Well, what do I do? What's best for me?' I need to look into options for the future.",Michael Phelps,Best
"To look and feel my best, I watch my calories and exercise.",Kim Kardashian,Best
I just feel my best when I'm all glammed up.,Kim Kardashian,Best
"When the world is running down, you make the best of what's still around.",Sting,Best
"If I look at the message I'm portraying, I think it definitely is be who you are, but be your best you.",Kim Kardashian,Best
"I know some people say it's not the best to work with your family, but I have never understood that because it's always worked so well for me.",Kim Kardashian,Best
"The best preparation for the future is the present well seen to, and the last duty done.",George MacDonald,Best
"When you do something best in life, you don't really want to give that up - and for me it's tennis.",Roger Federer,Best
"Baseball is almost the only orderly thing in a very unorderly world. If you get three strikes, even the best lawyer in the world can't get you off.",Bill Veeck,Best
"At some point, I would like to write a book and other things, but I work best when there is some sort of deadline in my own mind, but not when fifty people or fifty million people are breathing down the back of my neck.",Alanis Morissette,Best
Poetry is the record of the best and happiest moments of the happiest and best minds.,Percy Bysshe Shelley,Best
I know the Bible is inspired because it inspires me.,Dwight L. Moody,Religion
Doubt is part of all religion. All the religious thinkers were doubters.,Isaac Bashevis Singer,Religion
"If, then, you are looking for the way by which you should go, take Christ, because He Himself is the way.",Thomas Aquinas,Religion
"The Bible shows the way to go to heaven, not the way the heavens go.",Galileo Galilei,Religion
"The Kingdom of Heaven is not a place, but a state of mind.",John Burroughs,Religion
Jesus does not give recipes that show the way to God as other teachers of religion do. He is himself the way.,Karl Barth,Religion
"God made everything out of nothing, but the nothingness shows through.",Paul Valery,Religion
I don't believe in God but I'm very interested in her.,Arthur C. Clarke,Religion
"So I say to you, Ask and it will be given to you; search, and you will find; knock, and the door will be opened for you.",Jesus Christ,Religion
"A just laicism allows religious freedom. The state does not impose religion but rather gives space to religions with a responsibility toward civil society, and therefore it allows these religions to be factors in building up society.",Joseph Ratzinger,Religion
"Even if a unity of faith is not possible, a unity of love is.",Hans Urs von Balthasar,Religion
"I think you can judge from somebody's actions a kind of a stability and sense of purpose perhaps created by strong religious roots. I mean, there's a certain patience, a certain discipline, I think, that religion helps you achieve.",George W. Bush,Religion
"Earth changes, but thy soul and God stand sure.",Robert Browning,Religion
Teach us to give and not to count the cost.,Saint Ignatius,Religion
Worship means reverence and humility it means revering your real self and humbling delusions.,Bodhidharma,Religion
Prayer is the spirit speaking truth to Truth.,Philip James Bailey,Religion
More and more people care about religious tolerance as fewer and fewer care about religion.,Alexander Chase,Religion
There seems to be a terrible misunderstanding on the part of a great many people to the effect that when you cease to believe you may cease to behave.,Louis Kronenberger,Religion
Prayer is aligning ourselves with the purposes of God.,E. Stanley Jones,Religion
"We have to pray with our eyes on God, not on the difficulties.",Oswald Chambers,Religion
