QUOTE,AUTHOR,CAT
You cannot be lonely if you like the person you're alone with.,Wayne Dyer,Alone
"If it's true that our species is alone in the universe, then I'd have to say the universe aimed rather low and settled for very little.",George Carlin,Alone
It is better to be alone than in bad company.,George Washington,Alone
Look at the sky. We are not alone. The whole universe is friendly to us and conspires only to give the best to those who dream and work.,Abdul Kalam,Alone
Every man must do two things alone; he must do his own believing and his own dying.,Martin Luther,Alone
I love to be alone. I never found the companion that was so companionable as solitude.,Henry David Thoreau,Alone
Language... has created the word 'loneliness' to express the pain of being alone. And it has created the word 'solitude' to express the glory of being alone.,Paul Tillich,Alone
Loneliness is my least favorite thing about life. The thing that I'm most worried about is just being alone without anybody to care for or someone who will care for me.,Anne Hathaway,Alone
I finally faced the fact that it isn't a crime not having friends. Being alone means you have fewer problems.,Whitney Houston,Alone
"If you are lonely when you're alone, you are in bad company.",Jean-Paul Sartre,Alone
"Yes, I guess you could say I am a loner, but I feel more lonely in a crowed room with boring people than I feel on my own.",Henry Rollins,Alone
"I have never found a companion that was so companionable as solitude. We are for the most part more lonely when we go abroad among men than when we stay in our chambers. A man thinking or working is always alone, let him be where he will.",Henry David Thoreau,Alone
Life could be wonderful if people would leave you alone.,Charlie Chaplin,Alone
The only real progress lies in learning to be wrong all alone.,Albert Camus,Alone
All men's miseries derive from not being able to sit in a quiet room alone.,Blaise Pascal,Alone
A very small degree of hope is sufficient to cause the birth of love.,Stendhal,Love
To love oneself is the beginning of a lifelong romance.,Oscar Wilde,Love
"I like not only to be loved, but also to be told I am loved.",George Eliot,Love
We loved with a love that was more than love.,Edgar Allan Poe,Love
Love makes your soul crawl out from its hiding place.,Zora Neale Hurston,Love
A part of kindness consists in loving people more than they deserve.,Joseph Joubert,Love
Love can sometimes be magic. But magic can sometimes... just be an illusion.,Javan,Love
A pair of powerful spectacles has sometimes sufficed to cure a person in love.,Friedrich Nietzsche,Love
"Once the realization is accepted that even between the closest human beings infinite distances continue, a wonderful living side by side can grow, if they succeed in loving the distance between them which makes it possible for each to see the other whole against the sky.",Rainer Maria Rilke,Love
"The greatest happiness of life is the conviction that we are loved; loved for ourselves, or rather, loved in spite of ourselves.",Victor Hugo,Love
Love is the flower you've got to let grow.,John Lennon,Love
Love is a smoke made with the fume of sighs.,William Shakespeare,Love
Love is an irresistible desire to be irresistibly desired.,Robert Frost,Love
First love is only a little foolishness and a lot of curiosity.,George Bernard Shaw,Love
A loving heart is the truest wisdom.,Charles Dickens,Love
Love is when the other person's happiness is more important than your own.,"H. Jackson Brown, Jr.",Love
"All my life, my heart has yearned for a thing I cannot name.",Andre Breton,Love
Everything is clearer when you're in love.,John Lennon,Love
"Who, being loved, is poor?",Oscar Wilde,Love
Love is a game that two can play and both win.,Eva Gabor,Love
"True love is like ghosts, which everyone talks about and few have seen.",Francois de La Rochefoucauld,Love
"I can live without money, but I cannot live without love.",Judy Garland,Love
The giving of love is an education in itself.,Eleanor Roosevelt,Love
"We waste time looking for the perfect lover, instead of creating the perfect love.",Tom Robbins,Love
The art of love is largely the art of persistence.,Albert Ellis,Love
I love life because what more is there?,Anthony Hopkins,Life
The only disability in life is a bad attitude.,Scott Hamilton,Life
I do not regret one moment of my life.,Lillie Langtry,Life
"Everything has been figured out, except how to live.",Jean-Paul Sartre,Life
"What we think determines what happens to us, so if we want to change our lives, we need to stretch our minds.",Wayne Dyer,Life
"Not life, but good life, is to be chiefly valued.",Socrates,Life
"With the past, I have nothing to do; nor with the future. I live now.",Ralph Waldo Emerson,Life
A life is not important except in the impact it has on other lives.,Jackie Robinson,Life
I think I've discovered the secret of life - you just hang around until you get used to it.,Charles M. Schulz,Life
"Life is a series of collisions with the future; it is not the sum of what we have been, but what we yearn to be.",Jose Ortega y Gasset,Life
Life consists in what a man is thinking of all day.,Ralph Waldo Emerson,Life
"Use your health, even to the point of wearing it out. That is what it is for. Spend all you have before you die; do not outlive yourself.",George Bernard Shaw,Life
Doing what you love is the cornerstone of having abundance in your life.,Wayne Dyer,Life
Most people have never learned that one of the main aims in life is to enjoy it.,Samuel Butler,Life
"The story of life is quicker then the blink of an eye, the story of love is hello, goodbye.",Jimi Hendrix,Life
"Who will tell whether one happy moment of love or the joy of breathing or walking on a bright morning and smelling the fresh air, is not worth all the suffering and effort which life implies.",Erich Fromm,Life
May you live all the days of your life.,Jonathan Swift,Life
Everything in life is luck.,Donald Trump,Life
"Life becomes harder for us when we live for others, but it also becomes richer and happier.",Albert Schweitzer,Life
"I have found that if you love life, life will love you back.",Arthur Rubinstein,Life
"The aim of life is to live, and to live means to be aware, joyously, drunkenly, serenely, divinely aware.",Henry Miller,Life
"When I hear somebody sigh, 'Life is hard,' I am always tempted to ask, 'Compared to what?'",Sydney J. Harris,Life
Life does not cease to be funny when people die any more than it ceases to be serious when people laugh.,George Bernard Shaw,Life
"Life is a tragedy when seen in close-up, but a comedy in long-shot.",Charlie Chaplin,Life
The art of living is more like wrestling than dancing.,Marcus Aurelius,Life
Time takes the ugliness and horror out of death and turns it into beauty.,Dodie Smith,Beauty
"I'm very proud of my love for Whitney Houston. She really changed my life. She made my life a better life. She was so beautiful in her love for God, her love for her family and her love for music. She truly loved her music. She could do everything! She had flawless rhythm, flawless pitch, flawless feeling, and flawless beauty.",Narada Michael Walden,Beauty
"I first fell in love with music when I was a little boy. When I first heard music, I felt the beauty in it. Then, being able to tap along on a table top and box was great, but my favorite thing to do was to watch records spin. I would almost get hypnotized by it. These things are what drew me in initially.",Narada Michael Walden,Beauty
"Life is one long decay, no? There's a lot of beauty in it. Like the patina in an old city.",Urs Fischer,Beauty
Playing guitar is not a beauty contest.,Ernie Isley,Beauty
I'm not out here to win a beauty contest.,Kirk Gibson,Beauty
"Beauty, unlike the rest of the gifts handed out at birth, does not require dedication, patience and hard work to pay off. But it's also the only gift that does not keep on giving.",Paulina Porizkova,Beauty
"I'm not a party animal; I took my job as Miss USA very seriously... Sometimes, of course, I want to let it all go. Even though I'm a beauty queen, you're also an unofficial ambassador, and there's a lot of pressure.",Rima Fakih,Beauty
The beauty of the past belongs to the past.,Margaret Bourke-White,Beauty
"People who put my paintings on their walls are putting their values on their walls: faith, family, home, a simpler way of living, the beauty of nature, quiet, tranquillity, peace, joy, hope. They beckon you into this world that provides an alternative to your nightly news broadcast.",Thomas Kincade,Beauty
"I loved Judy Garland. I thought she was such a classic beauty. I thought she was so endearing and charming, and I loved her voice. She was such a dreamer, and I think I was, too - and I am.",Kara Lindsay,Beauty
I have several computer companies. One of them I have a program for wide-format printing. I have a beauty program. So I have several different programs that I own for printing.,Jerry Mathers,Beauty
"I loved Belle in 'Beauty and the Beast.' I just wanted to be her. I'm a brunette, so I think I kind of cling to all those princesses that have brown hair. I just wanted to be them.",Kara Lindsay,Beauty
"The cottage garden; most for use designed, Yet not of beauty destitute.",Charlotte Smith,Beauty
"Search for beauty without features, something deeper than any signs.",Francesca da Rimini,Beauty
It is important to fund young researchers who want to do curiosity-driven research. Curiosity-driven research is a part of life. Some people are curious. They want to learn more about nature and society should help that. It's like art: you can learn more and bring more beauty.,Serge Haroche,Beauty
The ever increasing spiritual damage caused by life within the big city will make this hunger practically uncontrollable when we build here on this the landscape of our homeland we must be clear that we will protect its beauty.,Fritz Todt,Beauty
"When I first thought of the idea for 'Sweet Valley High,' I loved the idea of high school as microcosm of the real world. And what I really liked was how it moved things on from 'Sleeping Beauty'-esque romance novels where the girl had to wait for the hero. This would be girl-driven, very different, I decided - and indeed it is.",Francine Pascal,Beauty
"Romanticism is not just about being in a fixed state of endless beauty, because you can't live like that or live on that, that's what I've learnt.",Elizabeth Peyton,Beauty
"The awesomeness of God is that even in the works of the Beach Boys, Beatles, etc., the beauty of the music is a mere reflection of what God does everyday. He creates music of all kinds and moods.",John Foster,Beauty
I don't know what the secret to longevity as an actress is. It's more than talent and beauty. Maybe it's the audience seeing itself in you.,Joan Blondell,Beauty
"That's the beauty of coaching. You get to touch lives, you get to make a difference. You get to do things for people who will never pay you back and they say you never have had a perfect day until you've done something for someone who will never pay you back.",Morgan Wootten,Beauty
"But my most favourite pursuit, after my daily exertions at the Foundry, was Astronomy. There were frequently clear nights when the glorious objects in the Heavens were seen in most attractive beauty and brilliancy.",James Nasmyth,Beauty
I have no right to beauty. I had been condemned to masculine ugliness.,Renee Vivien,Beauty
"I think we live in a world where the most important thing is daily life: sharing a space with your family, making meals, being with your people. It's not only the idea of privacy, it's the beauty of the moment, at a time in the world when everything goes really fast - too fast.",Ana Tijoux,Beauty
The most important thing is to enjoy your life - to be happy - it's all that matters.,Audrey Hepburn,Life
"We must let go of the life we have planned, so as to accept the one that is waiting for us.",Joseph Campbell,Life
Any idiot can face a crisis - it's day to day living that wears you out.,Anton Chekhov,Life
"Change your life today. Don't gamble on the future, act now, without delay.",Simone de Beauvoir,Life
"Life's but a walking shadow, a poor player, that struts and frets his hour upon the stage, and then is heard no more; it is a tale told by an idiot, full of sound and fury, signifying nothing.",William Shakespeare,Life
I arise in the morning torn between a desire to improve the world and a desire to enjoy the world. This makes it hard to plan the day.,E. B. White,Life
"Good friends, good books and a sleepy conscience: this is the ideal life.",Mark Twain,Life
Our life always expresses the result of our dominant thoughts.,Soren Kierkegaard,Life
"If you love life, don't waste time, for time is what life is made up of.",Bruce Lee,Life
"To live a pure unselfish life, one must count nothing as one's own in the midst of abundance.",Buddha,Life
Every man dies. Not every man really lives.,William Wallace,Life
"I went to the woods because I wished to live deliberately, to front only the essential facts of life, and see if I could not learn what it had to teach, and not, when I came to die, discover that I had not lived.",Henry David Thoreau,Life
All the art of living lies in a fine mingling of letting go and holding on.,Havelock Ellis,Life
"A man sooner or later discovers that he is the master-gardener of his soul, the director of his life.",James Allen,Life
He who has a why to live can bear almost any how.,Friedrich Nietzsche,Life
"When we remember we are all mad, the mysteries disappear and life stands explained.",Mark Twain,Life
Remember when life's path is steep to keep your mind even.,Horace,Life
"Life is like dancing. If we have a big floor, many people will dance. Some will get angry when the rhythm changes. But life is changing all the time.",Miguel Angel Ruiz,Life
"We need to give each other the space to grow, to be ourselves, to exercise our diversity. We need to give each other space so that we may both give and receive such beautiful things as ideas, openness, dignity, joy, healing, and inclusion.",Max de Pree,Life
A baby is God's opinion that life should go on.,Carl Sandburg,Life
Life is a succession of lessons which must be lived to be understood.,Helen Keller,Life
The privilege of a lifetime is being who you are.,Joseph Campbell,Life
"We must be willing to let go of the life we have planned, so as to have the life that is waiting for us.",E. M. Forster,Life
The price of anything is the amount of life you exchange for it.,Henry David Thoreau,Life
"I slept and dreamt that life was joy. I awoke and saw that life was service. I acted and behold, service was joy.",Rabindranath Tagore,Life
The way to love anything is to realize that it may be lost.,Gilbert K. Chesterton,Love
'Tis better to have loved and lost than never to have loved at all.,Alfred Lord Tennyson,Love
All love shifts and changes. I don't know if you can be wholeheartedly in love all the time.,Julie Andrews,Love
"Love possesses not nor will it be possessed, for love is sufficient unto love.",Khalil Gibran,Love
The one thing we can never get enough of is love. And the one thing we never give enough is love.,Henry Miller,Love
"The hours I spend with you I look upon as sort of a perfumed garden, a dim twilight, and a fountain singing to it. You and you alone make me feel that I am alive. Other men it is said have seen angels, but I have seen thee and thou art enough.",George Edward Moore,Love
All mankind love a lover.,Ralph Waldo Emerson,Love
Love... it surrounds every being and extends slowly to embrace all that shall be.,Khalil Gibran,Love
For small creatures such as we the vastness is bearable only through love.,Carl Sagan,Love
"Love is of all passions the strongest, for it attacks simultaneously the head, the heart and the senses.",Lao Tzu,Love
Love is a friendship set to music.,Joseph Campbell,Love
Don't brood. Get on with living and loving. You don't have forever.,Leo Buscaglia,Love
Love is the triumph of imagination over intelligence.,H. L. Mencken,Love
"Someday, after mastering the winds, the waves, the tides and gravity, we shall harness for God the energies of love, and then, for a second time in the history of the world, man will have discovered fire.",Pierre Teilhard de Chardin,Love
"If you wish to be loved, show more of your faults than your virtues.",Edward G. Bulwer-Lytton,Love
"Love many things, for therein lies the true strength, and whosoever loves much performs much, and can accomplish much, and what is done in love is done well.",Vincent Van Gogh,Love
To say 'I love you' one must first be able to say the 'I.',Ayn Rand,Love
Love is the beauty of the soul.,Saint Augustine,Love
"If you would be loved, love, and be loveable.",Benjamin Franklin,Love
"I was about half in love with her by the time we sat down. That's the thing about girls. Every time they do something pretty... you fall half in love with them, and then you never know where the hell you are.",J. D. Salinger,Love
There is no remedy for love but to love more.,Henry David Thoreau,Love
Love does not dominate; it cultivates.,Johann Wolfgang von Goethe,Love
"The moment you have in your heart this extraordinary thing called love and feel the depth, the delight, the ecstasy of it, you will discover that for you the world is transformed.",Jiddu Krishnamurti,Love
You never lose by loving. You always lose by holding back.,Barbara de Angelis,Love
You will find as you look back upon your life that the moments when you have truly lived are the moments when you have done things in the spirit of love.,Henry Drummond,Love
"An artist is always alone - if he is an artist. No, what the artist needs is loneliness.",Henry Miller,Art
"Without art, the crudeness of reality would make the world unbearable.",George Bernard Shaw,Art
Drawing is the honesty of the art. There is no possibility of cheating. It is either good or bad.,Salvador Dali,Art
"You don't take a photograph, you make it.",Ansel Adams,Art
Art is not a thing; it is a way.,Elbert Hubbard,Art
"Without freedom, no art; art lives only on the restraints it imposes on itself, and dies of all others.",Albert Camus,Art
"Every artist dips his brush in his own soul, and paints his own nature into his pictures.",Henry Ward Beecher,Art
The beginning is the most important part of the work.,Plato,Art
Vision is the art of seeing what is invisible to others.,Jonathan Swift,Art
The sculptor produces the beautiful statue by chipping away such parts of the marble block as are not needed - it is a process of elimination.,Elbert Hubbard,Art
A picture is a poem without words.,Horace,Art
I found I could say things with color and shapes that I couldn't say any other way - things I had no words for.,Georgia O'Keeffe,Art
An artist is somebody who produces things that people don't need to have.,Andy Warhol,Art
A man paints with his brains and not with his hands.,Michelangelo,Art
"The artist is a receptacle for emotions that come from all over the place: from the sky, from the earth, from a scrap of paper, from a passing shape, from a spider's web.",Pablo Picasso,Art
Personality is everything in art and poetry.,Johann Wolfgang von Goethe,Art
"Some painters transform the sun into a yellow spot, others transform a yellow spot into the sun.",Pablo Picasso,Art
"A good painting to me has always been like a friend. It keeps me company, comforts and inspires.",Hedy Lamarr,Art
Lying in bed would be an altogether perfect and supreme experience if only one had a colored pencil long enough to draw on the ceiling.,Gilbert K. Chesterton,Art
An artist cannot fail; it is a success to be one.,Charles Horton Cooley,Art
The mediator of the inexpressible is the work of art.,Johann Wolfgang von Goethe,Art
"Painting is easy when you don't know how, but very difficult when you do.",Edgar Degas,Art
In art the best is good enough.,Johann Wolfgang von Goethe,Art
Painting is just another way of keeping a diary.,Pablo Picasso,Art
"In art as in love, instinct is enough.",Anatole France,Art
"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.",Abraham Lincoln,God
"We need to find God, and he cannot be found in noise and restlessness. God is the friend of silence. See how nature - trees, flowers, grass- grows in silence; see the stars, the moon and the sun, how they move in silence... We need silence to be able to touch souls.",Mother Teresa,God
"When the solution is simple, God is answering.",Albert Einstein,God
"While I know myself as a creation of God, I am also obligated to realize and remember that everyone else and everything else are also God's creation.",Maya Angelou,God
"Never trust anyone completely but God. Love people, but put your full trust only in God.",Lawrence Welk,God
"I believe God is managing affairs and that He doesn't need any advice from me. With God in charge, I believe everything will work out for the best in the end. So what is there to worry about.",Henry Ford,God
"God and Nature first made us what we are, and then out of our own created genius we make ourselves what we want to be. Follow always that great law. Let the sky and God be our limit and Eternity our measurement.",Marcus Garvey,God
"The best remedy for those who are afraid, lonely or unhappy is to go outside, somewhere where they can be quiet, alone with the heavens, nature and God. Because only then does one feel that all is as it should be.",Anne Frank,God
"The Christian life is not a constant high. I have my moments of deep discouragement. I have to go to God in prayer with tears in my eyes, and say, 'O God, forgive me,' or 'Help me.'",Billy Graham,God
"God is, even though the whole world deny him. Truth stands, even if there be no public support. It is self-sustained.",Mahatma Gandhi,God
Each one prays to God according to his own light.,Mahatma Gandhi,God
"God, as Truth, has been for me a treasure beyond price. May He be so to every one of us.",Mahatma Gandhi,God
"God will not permit any troubles to come upon us, unless He has a specific plan by which great blessing can come out of the difficulty.",Peter Marshall,God
"The moment I have realized God sitting in the temple of every human body, the moment I stand in reverence before every human being and see God in him - that moment I am free from bondage, everything that binds vanishes, and I am free.",Swami Vivekananda,God
"God gave you a gift of 86,400 seconds today. Have you used one to say 'thank you?'",William Arthur Ward,God
"God has given us two hands, one to receive with and the other to give with.",Billy Graham,God
"God creates out of nothing. Wonderful you say. Yes, to be sure, but he does what is still more wonderful: he makes saints out of sinners.",Soren Kierkegaard,God
Do not let your hearts be troubled. Trust in God; trust also in me.,Jesus Christ,God
"The Bible is one of the greatest blessings bestowed by God on the children of men. It has God for its author; salvation for its end, and truth without any mixture for its matter. It is all pure.",John Locke,God
The blame is his who chooses: God is blameless.,Plato,God
My message is that God is a good God.,Joel Osteen,God
"God is looking for people to use, and if you can get usable, he will wear you out. The most dangerous prayer you can pray is this: 'Use me.'",Rick Warren,God
"There's only one effectively redemptive sacrifice, the sacrifice of self-will to make room for the knowledge of God.",Aldous Huxley,God
We are either in the process of resisting God's truth or in the process of being shaped and molded by his truth.,Charles Stanley,God
"God who is eternally complete, who directs the stars, who is the master of fates, who elevates man from his lowliness to Himself, who speaks from the cosmos to every single human soul, is the most brilliant manifestation of the goal of perfection.",Alfred Adler,God
The future belongs to those who believe in the beauty of their dreams.,Eleanor Roosevelt,Dreams
"All our dreams can come true, if we have the courage to pursue them.",Walt Disney,Dreams
"A dream doesn't become reality through magic; it takes sweat, determination and hard work.",Colin Powell,Dreams
"All men dream, but not equally. Those who dream by night in the dusty recesses of their minds, wake in the day to find that it was vanity: but the dreamers of the day are dangerous men, for they may act on their dreams with open eyes, to make them possible.",T. E. Lawrence,Dreams
"A dreamer is one who can only find his way by moonlight, and his punishment is that he sees the dawn before the rest of the world.",Oscar Wilde,Dreams
Dream as if you'll live forever. Live as if you'll die today.,James Dean,Dreams
"Every great dream begins with a dreamer. Always remember, you have within you the strength, the patience, and the passion to reach for the stars to change the world.",Harriet Tubman,Dreams
Sleep is the best meditation.,Dalai Lama,Dreams
"Deep into that darkness peering, long I stood there, wondering, fearing, doubting, dreaming dreams no mortal ever dared to dream before.",Edgar Allan Poe,Dreams
My dream is of a place and a time where America will once again be seen as the last best hope of earth.,Abraham Lincoln,Dreams
"I'm sick of following my dreams. I'm just going to ask them where they're goin', and hook up with them later.",Mitch Hedberg,Dreams
Reality is wrong. Dreams are for real.,Tupac Shakur,Dreams
"Yesterday is but today's memory, and tomorrow is today's dream.",Khalil Gibran,Dreams
"To accomplish great things, we must not only act, but also dream; not only plan, but also believe.",Anatole France,Dreams
"If one advances confidently in the direction of his dreams, and endeavors to live the life which he has imagined, he will meet with success unexpected in common hours.",Henry David Thoreau,Dreams
"There are those who look at things the way they are, and ask why... I dream of things that never were, and ask why not?",Robert Kennedy,Dreams
"We all have dreams. But in order to make dreams come into reality, it takes an awful lot of determination, dedication, self-discipline, and effort.",Jesse Owens,Dreams
If you take responsibility for yourself you will develop a hunger to accomplish your dreams.,Les Brown,Dreams
"Throw your dreams into space like a kite, and you do not know what it will bring back, a new life, a new friend, a new love, a new country.",Anais Nin,Dreams
Do all you can to make your dreams come true.,Joel Osteen,Dreams
You have to dream before your dreams can come true.,Abdul Kalam,Dreams
The most pitiful among men is he who turns his dreams into silver and gold.,Khalil Gibran,Dreams
Dreams have only one owner at a time. That's why dreamers are lonely.,Erma Bombeck,Dreams
All human beings are also dream beings. Dreaming ties all mankind together.,Jack Kerouac,Dreams
Dreams are today's answers to tomorrow's questions.,Edgar Cayce,Dreams
The essence of all art is to have pleasure in giving pleasure.,Dale Carnegie,Art
"Art is a collaboration between God and the artist, and the less the artist does the better.",Andre Gide,Art
"Painting, n.: The art of protecting flat surfaces from the weather, and exposing them to the critic.",Ambrose Bierce,Art
"Art, like morality, consists in drawing the line somewhere.",Gilbert K. Chesterton,Art
Every human is an artist. The dream of your life is to make beautiful art.,Miguel Angel Ruiz,Art
"I'm afraid that if you look at a thing long enough, it loses all of its meaning.",Andy Warhol,Art
Painting is an infinitely minute part of my personality.,Salvador Dali,Art
The true work of art is but a shadow of the divine perfection.,Michelangelo,Art
Ads are the cave art of the twentieth century.,Marshall McLuhan,Art
"An artist never really finishes his work, he merely abandons it.",Paul Valery,Art
All art is but imitation of nature.,Lucius Annaeus Seneca,Art
If we could but paint with the hand what we see with the eye.,Honore de Balzac,Art
"Very few people possess true artistic ability. It is therefore both unseemly and unproductive to irritate the situation by making an effort. If you have a burning, restless urge to write or paint, simply eat something sweet and the feeling will pass.",Fran Lebowitz,Art
"Art is not a study of positive reality, it is the seeking for ideal truth.",John Ruskin,Art
"The art of art, the glory of expression and the sunshine of the light of letters, is simplicity.",Walt Whitman,Art
Every production of an artist should be the expression of an adventure of his soul.,W. Somerset Maugham,Art
There is nothing worse than a sharp image of a fuzzy concept.,Ansel Adams,Art
I don't want to be interesting. I want to be good.,Ludwig Mies van der Rohe,Art
An artist is a dreamer consenting to dream of the actual world.,George Santayana,Art
"Fine art is that in which the hand, the head, and the heart of man go together.",John Ruskin,Art
"Photography takes an instant out of time, altering life by holding it still.",Dorothea Lange,Art
Not everybody trusts paintings but people believe photographs.,Ansel Adams,Art
A writer should write with his eyes and a painter paint with his ears.,Gertrude Stein,Art
Art consists of limitation. The most beautiful part of every picture is the frame.,Gilbert K. Chesterton,Art
Treat a work of art like a prince. Let it speak to you first.,Arthur Schopenhauer,Art
Any woman who understands the problems of running a home will be nearer to understanding the problems of running a country.,Margaret Thatcher,Home
"Where we love is home - home that our feet may leave, but not our hearts.",Oliver Wendell Holmes,Home
Home is where the heart is.,Pliny the Elder,Home
A house is not a home unless it contains food and fire for the mind as well as the body.,Benjamin Franklin,Home
The strength of a nation derives from the integrity of the home.,Confucius,Home
Human beings are the only creatures on earth that allow their children to come back home.,Bill Cosby,Home
"Home is the place where, when you have to go there, they have to take you in.",Robert Frost,Home
Home life is no more natural to us than a cage is natural to a cockatoo.,George Bernard Shaw,Home
People who have good relationships at home are more effective in the marketplace.,Zig Ziglar,Home
There is nothing like staying at home for real comfort.,Jane Austen,Home
"Never make your home in a place. Make a home for yourself inside your own head. You'll find what you need to furnish it - memory, friends you can trust, love of learning, and other such things. That way it will go with you wherever you journey.",Tad Williams,Home
"When you finally go back to your old home, you find it wasn't the old home you missed but your childhood.",Sam Ewing,Home
"Be grateful for the home you have, knowing that at this moment, all you have is all you need.",Sarah Ban Breathnach,Home
"God is at home, it's we who have gone out for a walk.",Meister Eckhart,Home
You never know what events are going to transpire to get you home.,Og Mandino,Home
Decorate your home. It gives the illusion that your life is more interesting than it really is.,Charles M. Schulz,Home
"I kiss the soil as if I placed a kiss on the hands of a mother, for the homeland is our earthly mother. I consider it my duty to be with my compatriots in this sublime and difficult moment.",Pope John Paul II,Home
I'm the type who'd be happy not going anywhere as long as I was sure I knew exactly what was happening at the places I wasn't going to. I'm the type who'd like to sit home and watch every party that I'm invited to on a monitor in my bedroom.,Andy Warhol,Home
Housework is what a woman does that nobody notices unless she hasn't done it.,Evan Esar,Home
"Charity begins at home, but should not end there.",Thomas Fuller,Home
"I say, If everybody in this house lives where it's God first, friends and family second and you third, we won't ever have an argument.",Jeff Foxworthy,Home
"Where thou art, that is home.",Emily Dickinson,Home
There are only two things we should fight for. One is the defense of our homes and the other is the Bill of Rights.,Smedley Butler,Home
"When it comes to developing character strength, inner security and unique personal and interpersonal talents and skills in a child, no institution can or ever will compare with, or effectively substitute for, the home's potential for positive influence.",Stephen Covey,Home
Kindness goes a long ways lots of times when it ought to stay at home.,Kin Hubbard,Home
"Green is the prime color of the world, and that from which its loveliness arises.",Pedro Calderon de la Barca,Nature
"Look deep into nature, and then you will understand everything better.",Albert Einstein,Nature
And the day came when the risk to remain tight in a bud was more painful than the risk it took to blossom.,Anais Nin,Nature
All my life I have tried to pluck a thistle and plant a flower wherever the flower would grow in thought and mind.,Abraham Lincoln,Nature
"And this, our life, exempt from public haunt, finds tongues in trees, books in the running brooks, sermons in stones, and good in everything.",William Shakespeare,Nature
Keep your face to the sunshine and you cannot see a shadow.,Helen Keller,Nature
"He is richest who is content with the least, for content is the wealth of nature.",Socrates,Nature
"I thank you God for this most amazing day, for the leaping greenly spirits of trees, and for the blue dream of sky and for everything which is natural, which is infinite, which is yes.",e. e. cummings,Nature
The trees that are slow to grow bear the best fruit.,Moliere,Nature
In the depth of winter I finally learned that there was in me an invincible summer.,Albert Camus,Nature
"Solitary trees, if they grow at all, grow strong.",Winston Churchill,Nature
There are always flowers for those who want to see them.,Henri Matisse,Nature
Forget not that the earth delights to feel your bare feet and the winds long to play with your hair.,Khalil Gibran,Nature
"Fishes live in the sea, as men do a-land; the great ones eat up the little ones.",William Shakespeare,Nature
One touch of nature makes the whole world kin.,William Shakespeare,Nature
One of the most tragic things I know about human nature is that all of us tend to put off living. We are all dreaming of some magical rose garden over the horizon instead of enjoying the roses that are blooming outside our windows today.,Dale Carnegie,Nature
The good man is the friend of all living things.,Mahatma Gandhi,Nature
To me a lush carpet of pine needles or spongy grass is more welcome than the most luxurious Persian rug.,Helen Keller,Nature
"Sunshine is delicious, rain is refreshing, wind braces us up, snow is exhilarating; there is really no such thing as bad weather, only different kinds of good weather.",John Ruskin,Nature
Earth laughs in flowers.,Ralph Waldo Emerson,Nature
"Come forth into the light of things, let nature be your teacher.",William Wordsworth,Nature
Autumn is a second spring when every leaf is a flower.,Albert Camus,Nature
The best thing one can do when it's raining is to let it rain.,Henry Wadsworth Longfellow,Nature
In all things of nature there is something of the marvelous.,Aristotle,Nature
"When nature has work to be done, she creates a genius to do it.",Ralph Waldo Emerson,Nature
The best and most beautiful things in the world cannot be seen or even touched - they must be felt with the heart.,Helen Keller,Inspirational
It is during our darkest moments that we must focus to see the light.,Aristotle Onassis,Inspirational
Don't judge each day by the harvest you reap but by the seeds that you plant.,Robert Louis Stevenson,Inspirational
"Find a place inside where there's joy, and the joy will burn out the pain.",Joseph Campbell,Inspirational
Try to be like the turtle - at ease in your own shell.,Bill Copeland,Inspirational
"I believe in pink. I believe that laughing is the best calorie burner. I believe in kissing, kissing a lot. I believe in being strong when everything seems to be going wrong. I believe that happy girls are the prettiest girls. I believe that tomorrow is another day and I believe in miracles.",Audrey Hepburn,Inspirational
"Health is the greatest gift, contentment the greatest wealth, faithfulness the best relationship.",Buddha,Inspirational
"Even if I knew that tomorrow the world would go to pieces, I would still plant my apple tree.",Martin Luther,Inspirational
Hope is a waking dream.,Aristotle,Inspirational
Happiness is not something you postpone for the future; it is something you design for the present.,Jim Rohn,Inspirational
"Nothing is impossible, the word itself says 'I'm possible'!",Audrey Hepburn,Inspirational
"I hated every minute of training, but I said, 'Don't quit. Suffer now and live the rest of your life as a champion.'",Muhammad Ali,Inspirational
I have looked into your eyes with my eyes. I have put my heart near your heart.,Pope John XXIII,Inspirational
"Thousands of candles can be lighted from a single candle, and the life of the candle will not be shortened. Happiness never decreases by being shared.",Buddha,Inspirational
"If you accept the expectations of others, especially negative ones, then you never will change the outcome.",Michael Jordan,Inspirational
Your present circumstances don't determine where you can go; they merely determine where you start.,Nido Qubein,Inspirational
God always gives His best to those who leave the choice with him.,Jim Elliot,Inspirational
Change your thoughts and you change your world.,Norman Vincent Peale,Inspirational
"Happiness resides not in possessions, and not in gold, happiness dwells in the soul.",Democritus,Inspirational
What we achieve inwardly will change outer reality.,Plutarch,Inspirational
Believe you can and you're halfway there.,Theodore Roosevelt,Inspirational
"We can't help everyone, but everyone can help someone.",Ronald Reagan,Inspirational
"Clouds come floating into my life, no longer to carry rain or usher storm, but to add color to my sunset sky.",Rabindranath Tagore,Inspirational
The glow of one warm thought is to me worth more than money.,Thomas Jefferson,Inspirational
Every moment and every event of every man's life on earth plants something in his soul.,Thomas Merton,Inspirational
